event_id,student_id,event_date,event_type,severity,course_id,related_submission_id,event_value,description_code,resolved
674,S00643,2026-07-10 01:29:09.098789624,AI Detector Flag,High,CRS0062,SUB001084,0.8661,AI_DETECTOR_THRESHOLD,True
675,S00992,2026-07-08 12:25:32.202894031,AI Detector Flag,High,CRS0062,SUB001085,0.7842,AI_DETECTOR_THRESHOLD,1
676,S00368,2026-07-10 11:13:57.179173879,AI Detector Flag,High,CRS0062,SUB001086,0.8027,AI_DETECTOR_THRESHOLD,True
677,S01141,2026-07-09 18:02:25.993660458,Unusual Collaboration,High,CRS0062,SUB001087,,COLLABORATION_PATTERN,True
678,S01347,2026-07-09 17:40:34.875283723,AI Detector Flag,Medium,CRS0062,SUB001088,0.258,AI_DETECTOR_THRESHOLD,False
679,S01362,2026-07-09 08:55:44.090895100,AI Detector Flag,High,CRS0062,SUB001090,0.794,AI_DETECTOR_THRESHOLD,False
680,S00287,2026-07-09 11:58:41.456052253,Peer Report,High,CRS0062,SUB001091,,PEER_REPORT,FALSE
681,S01100,2026-07-08 22:42:46.992302494,AI Detector Flag, Medium ,CRS0062,SUB001095,0.7771,AI_DETECTOR_THRESHOLD,True
682,S00461,2026-07-11 00:29:21.663792719,Plagiarism Flag,Medium,,SUB001099,0.2242,PLAGIARISM_SCREEN,True
683,S01039,2026-07-08 03:01:26.312251113,AI Detector Flag,High,CRS0062,SUB001100,0.7181,AI_DETECTOR_THRESHOLD,True
684,S00600,2026-07-08 18:06:02.642939243,AI Detector Flag,Medium,CRS0062,SUB001102,0.2235,AI_DETECTOR_THRESHOLD,True
685, S01397 ,08/07/2026 22:07,AI Detector Flag,Medium,CRS0062,SUB001103,0.7926,AI_DETECTOR_THRESHOLD,True
686,S01145,2026-07-09 09:22:08.406053660,AI Detector Flag,Medium,CRS0062,SUB001105,0.64,AI_DETECTOR_THRESHOLD,False
687,S00835,2026-07-09 08:48:54.566782693,Peer Report,Medium,CRS0062,SUB001106,,PEER_REPORT,True
688,S00634,2026-07-09 15:12:07.312198464,Similarity Flag,Medium,CRS0062,SUB001107,0.1982,SIMILARITY_THRESHOLD,True
689,S00195,2027-03-04 07:23:31.045481339,AI Detector Flag,High,CRS0050,SUB001109,0.756,AI_DETECTOR_THRESHOLD,True
690,S01062,2027-03-05 18:06:53.310923095,AI Detector Flag,Medium,CRS0050,SUB001116,0.2626,AI_DETECTOR_THRESHOLD,False
691,S01062,2027-03-05 16:46:56.772808636,Rapid Submission,Medium,CRS0050,SUB001116,0.0,RAPID_SUBMISSION,True
692,S00578,2027-03-03 20:39:14.497654303,AI Detector Flag,High,CRS0050,SUB001117,0.7791,AI_DETECTOR_THRESHOLD,True
693,S00578,2027-03-03 20:33:39.588860058,Similarity Flag,Medium,CRS0050,SUB001117,0.3868,SIMILARITY_THRESHOLD,True
694,S00819,2027-03-04 00:02:56.394979675,AI Detector Flag,Medium,CRS0050,SUB001118,0.7384,AI_DETECTOR_THRESHOLD,True
695,S00819,2027-03-03 21:08:38.207510871,Excessive Copy-Paste,Medium,CRS0050,SUB001118,0.1369,COPY_PASTE_ANOMALY,True
696,S00420,2026-10-06 11:52:16.458772986,Rapid Submission,Medium,CRS0086,SUB001119,0.0,RAPID_SUBMISSION,True
697,S00556,2026-10-05 04:24:28.705876595,Unusual Collaboration,Medium,CRS0086,SUB001120,,COLLABORATION_PATTERN,True
698,S00322,2026-10-03 19:24:39.988406448,Rapid Submission,Low,CRS0086,SUB001123,58.77,RAPID_SUBMISSION,True
699,S00322,2026-10-05 11:13:39.988406448, Unauthorized File Sharing ,High,CRS0086,SUB001123,,FILE_SHARING_MONITOR,True
700,S01354,2026-10-05 08:55:52.221006738,Plagiarism Flag,High,CRS0086,SUB001124,0.0904,PLAGIARISM_SCREEN,True
701,S00033,2026-10-05 13:49:40.259673878, AI Detector Flag ,High,CRS0086,SUB001125,0.3018,AI_DETECTOR_THRESHOLD,True
702,S01171,2026-10-07 00:48:57.510651071,AI Detector Flag,Medium,CRS0086,SUB001127,0.8652,AI_DETECTOR_THRESHOLD,False
703,S01171,2026-10-06 22:30:17.229042680,Rapid Submission,Medium,CRS0086,SUB001127,0.0,RAPID_SUBMISSION,True
704,S01171,2026-10-06 23:43:17.229042680,Repeated Revision Anomaly,Low,CRS0086,SUB001127,2.0, LOW_REVISION_ACTIVITY ,True
705,S01443,2026-10-05 07:30:56.314411706,AI Detector Flag,High,CRS0086,SUB001128,0.1014,AI_DETECTOR_THRESHOLD,True
706,S01443,2026-10-05 08:51:49.072697365,Plagiarism Flag,Medium,CRS0086,SUB001128,0.2921,PLAGIARISM_SCREEN,True
707,S01198,2026-10-04 14:54:39.139889595,AI Detector Flag,,CRS0086,SUB001129,0.7753,AI_DETECTOR_THRESHOLD,True
708,S01198,2026-10-05 11:09:48.101145467,Peer Report,Medium,CRS0086,SUB001129,,PEER_REPORT,True
709,S00186,2026-10-05 19:31:57.903924826,AI Detector Flag,High,CRS0086,SUB001130,0.7958,AI_DETECTOR_THRESHOLD,True
710,S01064,2026-10-03 18:36:33.518098640,Similarity Flag,High,CRS0086,SUB001131,0.264,SIMILARITY_THRESHOLD,True
711,S00706,2026-10-04 23:37:09.579181240,AI Detector Flag,High,CRS0086,SUB001134,0.7351,AI_DETECTOR_THRESHOLD,True
712,S00706,2026-10-05 00:34:18.248608662,Excessive Copy-Paste,High,CRS0086,SUB001134,0.3466,COPY_PASTE_ANOMALY,True
713,S00699,2026-10-06 21:22:48.533243318,Rapid Submission,Low,CRS0086,SUB001136,0.0,RAPID_SUBMISSION,True
714,S01106,2026-10-04 19:09:09.976739711,Similarity Flag,Medium,CRS0086,SUB001137,0.1945,SIMILARITY_THRESHOLD,yes
715,S01106,2026-10-04 19:07:09.976739711,Repeated Revision Anomaly,Low,CRS0086,SUB001137,1.0,LOW_REVISION_ACTIVITY,True
716,S00210,2026-10-05 20:49:01.144534089,AI Detector Flag,High,CRS0086,SUB001138,0.2173,AI_DETECTOR_THRESHOLD,True
717,S00426,2026-10-05 15:55:05.361773491,AI Detector Flag,High,CRS0086,SUB001139,0.6741,AI_DETECTOR_THRESHOLD,True
718,S00321,2026-10-26 00:22:31.395361321,AI Detector Flag,High,CRS0062,SUB001144,0.1815,AI_DETECTOR_THRESHOLD,True
719,S00672,10/25/2026 14:28,Unusual Collaboration,Low,CRS0062,SUB001150,,COLLABORATION_PATTERN,True
720,S00020,2026-10-26 19:15:07.603284527,AI Detector Flag,High,CRS0062,SUB001151,0.7909,AI_DETECTOR_THRESHOLD,True
721,S00020,2026-10-26 17:22:52.218890812,Rapid Submission, Medium ,CRS0062,SUB001151,0.0,RAPID_SUBMISSION,True
722,S00020,2026-10-26 19:11:52.218890812,Plagiarism Flag,High,CRS0062,SUB001151,0.2205,PLAGIARISM_SCREEN,True
723,S01130,2026-10-27 06:50:51.734116782,Plagiarism Flag,High,CRS0062,SUB001152,0.3122,PLAGIARISM_SCREEN,True
724,S00028,2026-10-24 22:48:22.832261558,AI Detector Flag,Medium, CRS0062 ,SUB001156,0.8744,AI_DETECTOR_THRESHOLD,True
725,S00028,2026-10-24 20:10:32.478704843,Similarity Flag,Medium,CRS0062,SUB001156,,SIMILARITY_THRESHOLD,True
726,S01001,2026-10-25 06:29:25.047463567,AI Detector Flag,High,CRS0062,SUB001157,0.8081,AI_DETECTOR_THRESHOLD,True
727,S01268,2026-10-25 18:09:32.607887279,Similarity Flag,Medium,CRS0062,SUB001158,0.2551,SIMILARITY_THRESHOLD,True
728,S01339,2026-10-25 18:43:02.814162566,AI Detector Flag,Medium,CRS0062,SUB001159,0.246,AI_DETECTOR_THRESHOLD,True
729,S01339,2026-10-25 18:57:42.465741805,Similarity Flag,Medium,CRS0062,SUB001159,0.1085,SIMILARITY_THRESHOLD,False
730,S01045,2026-10-25 02:50:42.061812240,Rapid Submission,Low,CRS0062,SUB001160,28.24,RAPID_SUBMISSION,True
731,S01045,2026-10-25 03:38:42.061812240,Unusual Collaboration,Low,CRS0062,SUB001160,,COLLABORATION_PATTERN,True
732,S00068,2026-10-24 23:16:15.366538510,AI Detector Flag,High, CRS0062 ,SUB001162,0.8185,AI_DETECTOR_THRESHOLD,True
733,S01324,2026-04-12 13:53:47.712921755,AI Detector Flag,Medium,CRS0016,SUB001163,0.8779,AI_DETECTOR_THRESHOLD,False
734,S01250,2026-04-13 09:06:03.929988346,AI Detector Flag,Medium,CRS0016,SUB001164,0.7914,AI_DETECTOR_THRESHOLD,True
735,S01250,2026-04-13 10:23:46.467310504,Rapid Submission,Low,CRS0016,SUB001164,0.0,RAPID_SUBMISSION,True
736,S00557,2026-04-12 23:07:05.992358110,Similarity Flag,Medium,CRS0016,SUB001165,0.0607,SIMILARITY_THRESHOLD,False
737,S00072,2026-04-12 16:46:43.852181561,Excessive Copy-Paste,High,CRS0016,SUB001166,0.1587,COPY_PASTE_ANOMALY,True
738,S00667,2026-04-12 18:55:21.193073101,AI Detector Flag,High,CRS0016,SUB001167,0.8154,AI_DETECTOR_THRESHOLD,True
739,S01385,2026-04-12 05:14:01.649152569,Similarity Flag,Medium,CRS0016,SUB001169,0.326,SIMILARITY_THRESHOLD,True
740,S00026,2026-04-14 23:19:46.459513546,AI Detector Flag, High ,CRS0016,SUB001170,0.6399,AI_DETECTOR_THRESHOLD,True
741,S01236,2026-04-14 21:12:18.540539551,Rapid Submission,Low,CRS0016,SUB001171,0.0,RAPID_SUBMISSION,True
742,S01178,2026-04-13 19:34:08.362451439,Rapid Submission,Low,CRS0016,SUB001174,0.0,RAPID_SUBMISSION,True
743,S00511,2026-04-12 07:22:57.163225344,AI Detector Flag,Medium,CRS0016,SUB001177,0.3589,AI_DETECTOR_THRESHOLD,True
744,S00657,2026-04-12 13:46:54.124742625, AI Detector Flag ,Medium,CRS0016,SUB001178,0.8343,AI_DETECTOR_THRESHOLD,True
745,S00657,2026-04-12 12:36:16.943958808,Unusual Collaboration,High,CRS0016,SUB001178,,COLLABORATION_PATTERN,True
746,S00370,2026-04-11 19:16:27.928410593,Unusual Collaboration,Low,CRS0016,SUB001183,,COLLABORATION_PATTERN,True
747,S00171,2026-04-12 10:36:39.760275408,AI Detector Flag,High,CRS0016,SUB001184,0.2708,AI_DETECTOR_THRESHOLD,False
748,S01196,2027-03-25 05:03:44.391750155,Similarity Flag,Medium,CRS0021,SUB001186,0.4014,SIMILARITY_THRESHOLD,True
749,S01196,2027-03-25 03:42:44.391750155,Rapid Submission,Low,CRS0021,SUB001186,0.0,RAPID_SUBMISSION,True
750,S01283,2027-03-24 06:41:35.097562572,AI Detector Flag,High,CRS0021,SUB001187,0.7084,AI_DETECTOR_THRESHOLD,True
751,S00002,2027-03-23 10:22:21.434417389,AI Detector Flag,High,CRS0021,SUB001188,0.8145,AI_DETECTOR_THRESHOLD,True
752,S00002,2027-03-23 07:20:43.333783668,Plagiarism Flag,Medium,CRS0021, SUB001188 ,0.4807,PLAGIARISM_SCREEN,True
753,S00004,2027-03-26 11:35:34.233286392, AI Detector Flag ,Medium,CRS0021,SUB001189,0.7944,AI_DETECTOR_THRESHOLD,True
754,S00004,2027-03-26 11:05:58.067637441,Rapid Submission,Low,CRS0021,SUB001189,0.0,RAPID_SUBMISSION,True
755,S00276,2027-03-26 23:33:55.366403386,Rapid Submission,Medium,CRS0021,SUB001190,0.0,RAPID_SUBMISSION,True
756,S00693,2027-03-24 05:10:55.482305905,AI Detector Flag,High,CRS0021,SUB001191,0.2389,AI_DETECTOR_THRESHOLD,
757,S00693,2027-03-24 04:34:34.339048353,Similarity Flag,Medium,CRS0021,SUB001191,0.2164,SIMILARITY_THRESHOLD,True
758,S01346,2027-03-24 05:44:14.785587979,AI Detector Flag,High,CRS0021,SUB001192,0.7032,AI_DETECTOR_THRESHOLD,True
759,S00075,2027-03-24 04:25:26.391689636,AI Detector Flag,High,CRS0021,SUB001195,0.8252,AI_DETECTOR_THRESHOLD,True
760,S00075,2027-03-24 03:32:30.054670297,Unusual Collaboration,Low,CRS0021,SUB001195,,COLLABORATION_PATTERN,True
761,S01039,2027-03-23 08:09:49.920467570,Repeated Revision Anomaly,Low,CRS0021,SUB001196,0.0,LOW_REVISION_ACTIVITY,True
762,S01110,2027-03-24 13:07:36.172086825,AI Detector Flag,Medium,CRS0021,SUB001197,0.8898,AI_DETECTOR_THRESHOLD,True
763,S00337,2027-03-24 08:58:44.825119561,Unusual Collaboration,Medium,,SUB001198,,COLLABORATION_PATTERN,True
764,S01242,2027-03-26 07:18:44.851439373,Rapid Submission,Medium,CRS0021,SUB001199,,RAPID_SUBMISSION,True
765,S00663,2027-03-24 09:17:30.137967472,Unusual Collaboration,Medium,CRS0021,SUB001200,,COLLABORATION_PATTERN,True
766,S00977,2025-10-18 23:48:11.418487580,AI Detector Flag,Medium,CRS0041,SUB001204,0.3147,AI_DETECTOR_THRESHOLD,True
767,S00168,2025-10-18 06:03:58.926662872,AI Detector Flag,High,CRS0041, SUB001205 ,0.2936,AI_DETECTOR_THRESHOLD,True
768,S00372,2025-10-18 12:16:37.003798316,AI Detector Flag,High,CRS0041,SUB001206,0.7913,AI_DETECTOR_THRESHOLD,True
769,S00225,2025-10-20 19:58:24.078843650,Similarity Flag,High,CRS0041,SUB001210,0.3024,SIMILARITY_THRESHOLD,False
770,S00225,2025-10-20 21:07:24.078843650,Rapid Submission,Low,CRS0041,SUB001210,0.0,RAPID_SUBMISSION,True
771,S00915,2025-10-18 22:28:57.227521650,AI Detector Flag,High,CRS0041,SUB001213,0.3471,AI_DETECTOR_THRESHOLD,False
772,S00855,2026-11-20 12:32:32.849157417,Rapid Submission,Low,CRS0059,SUB001214,14.61,RAPID_SUBMISSION,False
773,S00177,2026-11-20 18:18:35.889577450,AI Detector Flag,Medium,CRS0059,SUB001215,0.2568,AI_DETECTOR_THRESHOLD,True
774,S00993,2026-11-20 15:23:22.574743385,Plagiarism Flag,,CRS0059,SUB001219,0.1497,PLAGIARISM_SCREEN,True
775,S00930,2026-11-20 03:14:37.318511944,AI Detector Flag,High,CRS0059,SUB001223,0.3981, AI_DETECTOR_THRESHOLD ,True
776,S00704,2026-11-18 22:59:13.055250569,Unusual Collaboration,Low,CRS0059,SUB001224,,COLLABORATION_PATTERN,True
777,S00752,2025-11-15 08:41:18.055246987,AI Detector Flag, High ,CRS0010,SUB001230,0.8057,AI_DETECTOR_THRESHOLD,True
778,S00748,2025-11-16 15:02:00.640986922,AI Detector Flag,High,CRS0010,SUB001232,0.2704,AI_DETECTOR_THRESHOLD,True
779,S00748,2025-11-18 12:31:10.984216912,Peer Report,High,CRS0010,SUB001232,,PEER_REPORT,False
780,S00159,2025-11-15 14:41:22.953848822,Unusual Collaboration,Low,CRS0010,SUB001233,,COLLABORATION_PATTERN,False
781,S00580,2025-11-17 00:38:52.716033461, AI Detector Flag ,High,CRS0010,SUB001234,0.7515,,True
782,S01021,2025-11-15 01:52:50.964715726, Unusual Collaboration ,High,CRS0010,SUB001235,,COLLABORATION_PATTERN,True
783,S01381,2025-11-16 19:03:16.252982390,Rapid Submission,Low,CRS0010,SUB001236,0.0,RAPID_SUBMISSION,True
784,S01196,2025-11-15 11:05:59.833638277,AI Detector Flag,Medium,CRS0010,SUB001237,0.2591,AI_DETECTOR_THRESHOLD,True
785, S00320 ,2025-11-15 19:23:48.576954174,AI Detector Flag,Medium,CRS0010,SUB001240,0.6968,AI_DETECTOR_THRESHOLD,False
786,S00320,2025-11-15 16:33:46.641593053,Similarity Flag,High,CRS0010, SUB001240 ,0.3767,SIMILARITY_THRESHOLD,True
787,S00320,2025-11-15 17:28:46.641593053,Plagiarism Flag,High,CRS0010,SUB001240,0.3767,PLAGIARISM_SCREEN,True
788,S00313,2025-11-17 04:57:33.895461468,AI Detector Flag,Medium,CRS0010,SUB001241,0.8018,AI_DETECTOR_THRESHOLD,True
789,S00313,2025-11-17 06:23:35.412982424,Rapid Submission,Low,CRS0010,SUB001241,0.0,RAPID_SUBMISSION,True
790,S00058,2026-07-13 09:28:00.645178098,Rapid Submission,Low,CRS0022,SUB001243,0.0,RAPID_SUBMISSION,False
791,S00058,2026-07-13 07:16:00.645178098,Unusual Collaboration,Medium,CRS0022,SUB001243,,COLLABORATION_PATTERN,True
792,S00853,2026-07-11 18:13:04.081431671,Plagiarism Flag,High,CRS0022,SUB001244,0.4611,PLAGIARISM_SCREEN,False
793,S00294,2026-07-11 16:39:40.816544046,Unusual Collaboration,Medium,CRS0022,SUB001245,,COLLABORATION_PATTERN,
794,S01426,2026-07-11 19:20:21.477463082,AI Detector Flag,High,CRS0022,SUB001247,0.8927,AI_DETECTOR_THRESHOLD,False
795,S00053,2026-07-11 03:59:01.213486200,Similarity Flag,High,CRS0022,SUB001248,0.2919,SIMILARITY_THRESHOLD,
796,S00739,2026-07-11 12:13:48.753739500,AI Detector Flag,High,CRS0022,SUB001252,0.8172,AI_DETECTOR_THRESHOLD,True
797,S00739,2026-07-11 10:54:21.352180793,Unusual Collaboration,Medium,CRS0022,SUB001252,,COLLABORATION_PATTERN,False
798, S00299 ,2026-07-11 07:52:48.007616128,AI Detector Flag,High,CRS0022,SUB001253,0.3246,AI_DETECTOR_THRESHOLD,True
799,S01492,2026-07-11 11:26:13.815129660,AI Detector Flag, Medium ,CRS0022,SUB001256,0.4026,AI_DETECTOR_THRESHOLD,True
800,S00026,2026-07-09 05:19:11.081777966,Plagiarism Flag,Medium,CRS0022,SUB001257,0.2007,PLAGIARISM_SCREEN,True
801,S00691,2026-07-13 03:17:27.520050676,Rapid Submission,Low,CRS0022,SUB001258,0.0,RAPID_SUBMISSION,True
802,S01401,2026-07-11 16:57:21.792328124,AI Detector Flag,Medium,CRS0022,SUB001261,0.4103,AI_DETECTOR_THRESHOLD,False
803,S01401,2026-07-11 16:27:56.875697711,Repeated Revision Anomaly,Low,CRS0022,SUB001261,2.0,LOW_REVISION_ACTIVITY,True
804,S00422,2026-07-11 16:02:35.245920180, Unusual Collaboration ,Medium,CRS0022,SUB001262,,COLLABORATION_PATTERN,False
805,S00921,2027-02-03 19:14:06.809041484,Similarity Flag,Medium,CRS0018,SUB001265,0.4028,SIMILARITY_THRESHOLD,True
806,S00838,2027-02-02 20:16:15.526406017,AI Detector Flag,Medium,CRS0018,SUB001269,0.8507,AI_DETECTOR_THRESHOLD,False
807,S00034,2027-02-05 13:36:20.245299684,Similarity Flag,High,CRS0018,SUB001272,0.4295,SIMILARITY_THRESHOLD,True
808,S01186,2027-02-03 02:00:38.360761434,AI Detector Flag,High,CRS0018,SUB001274,0.7215,AI_DETECTOR_THRESHOLD,False
809,S00129,2027-02-05 14:02:04.700851401,Unauthorized File Sharing,High,CRS0018,SUB001276,,FILE_SHARING_MONITOR,True
810,S00277,2027-02-07 02:27:18.469650446,AI Detector Flag,High,CRS0018,SUB001277,0.724,AI_DETECTOR_THRESHOLD,True
811,S00277,2027-02-07 01:11:56.553691451, Rapid Submission ,Low,CRS0018,SUB001277,0.0,RAPID_SUBMISSION,True
812,S00185,2027-02-05 00:52:48.088274693,Similarity Flag,Medium,CRS0018,SUB001278,0.2856,SIMILARITY_THRESHOLD,True
813,S00555,2027-02-04 15:49:27.170210170,Repeated Revision Anomaly,Low,CRS0018,SUB001279,1.0,LOW_REVISION_ACTIVITY,True
814,S00555,2027-02-04 15:34:27.170210170,Unusual Collaboration,High,CRS0018,SUB001279,,COLLABORATION_PATTERN,True
815,S00779,2027-02-06 22:06:38.599615678,Rapid Submission,Low,CRS0018,SUB001280,0.0,RAPID_SUBMISSION,True
816,S00503,2027-02-02 20:36:16.351915246,Unusual Collaboration,Medium,CRS0018,SUB001282,,COLLABORATION_PATTERN,True
817,S00783,2027-02-03 08:15:26.483991051,AI Detector Flag,High,CRS0018,SUB001284,0.7547,AI_DETECTOR_THRESHOLD,True
818,S01242,2027-02-04 12:04:15.570814095,Unusual Collaboration,Medium,CRS0018,SUB001286,,COLLABORATION_PATTERN,
819,S00870,2027-02-04 04:22:50.409785306,AI Detector Flag,Medium,CRS0018,SUB001287,0.8131,,True
820,S01036,2025-10-15 04:19:05.124088893,Rapid Submission,Low,CRS0042,SUB001290,0.0,RAPID_SUBMISSION,True
821,S00933,2025-10-12 05:26:05.253257243,AI Detector Flag,High,CRS0042,SUB001291,0.7259,AI_DETECTOR_THRESHOLD,True
822,S00424,2025-10-13 12:35:24.827629650,AI Detector Flag,,CRS0042,SUB001292,0.3039,AI_DETECTOR_THRESHOLD,True
823,S00444,2025-10-12 12:21:53.932724504,AI Detector Flag,High,CRS0042,SUB001294,0.2,,True
824,S01418,2025-10-12 09:33:32.114849172,AI Detector Flag, High ,CRS0042,SUB001295,0.6165,AI_DETECTOR_THRESHOLD,True
825,S01106,2025-10-13 20:46:11.072636430,AI Detector Flag,Medium,CRS0042,SUB001296,0.2497,AI_DETECTOR_THRESHOLD,True
826,S01456,2025-10-14 23:06:40.184045139,Rapid Submission,Low,,SUB001297,0.0,RAPID_SUBMISSION,True
827,S00597,2025-10-12 10:36:37.008785663,AI Detector Flag,High,CRS0042,SUB001299,0.852,AI_DETECTOR_THRESHOLD,True
828,S01338,2025-10-13 19:54:41.593745794,Unusual Collaboration,Low,CRS0042,SUB001301,,COLLABORATION_PATTERN,False
829,S00028,2025-10-12 16:00:08.210639209,AI Detector Flag,Medium,CRS0042,SUB001304,0.3416,AI_DETECTOR_THRESHOLD,True
830,S00028,2025-10-12 14:40:18.583353623,Excessive Copy-Paste,Medium,CRS0042,SUB001304,0.0541,COPY_PASTE_ANOMALY,True
831,S01146,2025-10-12 12:09:56.697905478,AI Detector Flag,High,CRS0042,SUB001308,0.3709,AI_DETECTOR_THRESHOLD,True
832,S01146,2025-10-12 11:48:59.688259408,Unusual Collaboration,Low,CRS0042,SUB001308,,COLLABORATION_PATTERN,True
833,S01146,2025-10-14 12:22:59.688259408,Unauthorized File Sharing,High,,SUB001308,,FILE_SHARING_MONITOR,False
834,S01257,2026-02-25 16:45:54.938722665,AI Detector Flag,Medium,CRS0016,SUB001310,,AI_DETECTOR_THRESHOLD,True
835,S01257,2026-02-25 15:38:42.473428003,Unusual Collaboration,Medium,CRS0016,SUB001310,,COLLABORATION_PATTERN,True
836,S01119,2026-02-25 16:44:45.072882972,Similarity Flag,High,CRS0016,SUB001313,0.2416,SIMILARITY_THRESHOLD,True
837,S00043,2026-02-25 02:40:52.350384493,AI Detector Flag,Medium,CRS0016,SUB001314,0.8113,AI_DETECTOR_THRESHOLD,True
838,S00043,2026-02-25 03:36:14.863551100,Excessive Copy-Paste,High,CRS0016,SUB001314,0.2142,COPY_PASTE_ANOMALY,True
839,S00842,2026-02-26 04:00:08.326752839, Peer Report ,High,CRS0016,SUB001315,,PEER_REPORT,True
840,S00994,2026-02-26 04:02:32.787889868,AI Detector Flag,Medium,CRS0016,SUB001318,0.3401,AI_DETECTOR_THRESHOLD,True
841,S00994,2026-02-26 02:23:57.881397033,Excessive Copy-Paste, High ,CRS0016,SUB001318,0.154,COPY_PASTE_ANOMALY,True
842,S00994,2026-02-26 03:04:57.881397033,Unusual Collaboration,Low,CRS0016,SUB001318,,COLLABORATION_PATTERN,True
843,S00746,25/02/2026 10:29,AI Detector Flag,High,CRS0016,SUB001319,0.8189,AI_DETECTOR_THRESHOLD,True
844,S00746,2026-02-25 07:49:10.601070285,Unusual Collaboration,High,CRS0016,SUB001319,,COLLABORATION_PATTERN,True
845,S01249,2026-02-25 23:50:13.472809831,AI Detector Flag,Medium,CRS0016,SUB001320,0.9125,AI_DETECTOR_THRESHOLD,True
846,S01296,2026-02-25 21:45:59.492184464,Similarity Flag,Medium,CRS0016,SUB001321,0.2689,SIMILARITY_THRESHOLD,True
847,S00168,2026-02-27 04:46:48.666418555,AI Detector Flag,Medium,CRS0016,SUB001323,0.3775,AI_DETECTOR_THRESHOLD,True
848,S00168,2026-02-27 05:14:09.578002708,Rapid Submission,Medium,CRS0016, SUB001323 ,0.0,RAPID_SUBMISSION,True
849,S01033,2026-02-25 21:08:20.622974841,Similarity Flag,High,CRS0016,SUB001324,0.2891,SIMILARITY_THRESHOLD,True
850,S01033,2026-02-25 23:00:20.622974841,Unusual Collaboration,High,CRS0016,SUB001324,,COLLABORATION_PATTERN,True
851,S01243,2027-03-11 08:11:08.238454669,peer report,High,CRS0063,SUB001327,,PEER_REPORT,True
852,S01089,2027-03-10 01:39:47.471978598,Repeated Revision Anomaly,Medium,CRS0063,SUB001328,6.0,LOW_REVISION_ACTIVITY,True
853,S00233,2027-03-09 19:45:42.318219040,AI Detector Flag,High,CRS0063,SUB001330,0.7788,AI_DETECTOR_THRESHOLD,True
854,S00746,2027-03-10 07:11:31.738176888,AI Detector Flag,Medium,CRS0063,SUB001334,0.8556,AI_DETECTOR_THRESHOLD,True
855,S01234,2027-03-12 03:01:22.751978522,Rapid Submission,Low,CRS0063,SUB001335,0.0,RAPID_SUBMISSION,True
856,S00118,2027-03-10 01:53:02.761370289,AI Detector Flag,High,CRS0063,SUB001336,0.8401,AI_DETECTOR_THRESHOLD,True
857,S00045,2027-03-10 06:36:10.814830572,Similarity Flag,Medium,CRS0063,SUB001337,0.3752,SIMILARITY_THRESHOLD,True
858,S00045,2027-03-10 06:06:10.814830572, Unusual Collaboration ,High,CRS0063,SUB001337,,COLLABORATION_PATTERN,True
859,S00045,2027-03-10 06:18:10.814830572,Plagiarism Flag,Medium,CRS0063,SUB001337,0.3752,PLAGIARISM_SCREEN,True
860,S00728,2027-03-10 12:27:55.398325247,AI Detector Flag, High ,CRS0063,SUB001338,0.8755, AI_DETECTOR_THRESHOLD ,True
861,S00728,2027-03-10 13:41:26.110408479,Similarity Flag,High,CRS0063,SUB001338,0.4252,SIMILARITY_THRESHOLD,True
862,S00728,2027-03-10 14:10:26.110408479,Plagiarism Flag,High,CRS0063,SUB001338,0.4252,PLAGIARISM_SCREEN,True
863,S00181,2027-03-10 18:45:27.358864327,AI Detector Flag,High,CRS0063,SUB001339,0.6515,AI_DETECTOR_THRESHOLD,True
864, S00181 ,2027-03-10 16:43:21.640433503,Similarity Flag,Medium,CRS0063,SUB001339,0.2509,SIMILARITY_THRESHOLD,True
865,S01268,2027-03-09 19:16:40.295432273,Unusual Collaboration, Medium ,CRS0063,SUB001340,,COLLABORATION_PATTERN,True
866,S00156,2027-03-10 10:50:05.376025048,AI Detector Flag,High,CRS0063,SUB001343,0.7351,AI_DETECTOR_THRESHOLD,True
867,S00156,2027-03-10 10:35:10.033250896,Unusual Collaboration,High,CRS0063,SUB001343,,COLLABORATION_PATTERN,True
868,S01178,2026-04-14 18:28:29.956230055,AI Detector Flag,Medium,CRS0029,SUB001346,0.8126, AI_DETECTOR_THRESHOLD ,True
869,S01268,2026-04-15 20:40:36.609285520,Unusual Collaboration,High,CRS0029,SUB001348,,COLLABORATION_PATTERN,True
870,S00390,2026-04-16 06:18:26.306924973,AI Detector Flag,High,CRS0029,SUB001352,0.8087,AI_DETECTOR_THRESHOLD,True
871,S01043,2026-04-15 23:59:04.446431013,AI Detector Flag,Medium,CRS0029,SUB001353,0.8558,AI_DETECTOR_THRESHOLD,False
872,S01258,2026-04-15 11:57:33.247578330,AI Detector Flag,High,CRS0029,SUB001356,0.7749,AI_DETECTOR_THRESHOLD,True
873,S01258,2026-04-15 12:25:45.351906788,Unusual Collaboration,Low,CRS0029,SUB001356,,COLLABORATION_PATTERN,True
874,S00703,2026-04-15 23:19:27.782934113,AI Detector Flag,Medium,CRS0029,SUB001360,0.2363,AI_DETECTOR_THRESHOLD,False
875,S01138,2025-09-27 03:42:23.196175091,Unusual Collaboration,High,CRS0013,SUB001362,,COLLABORATION_PATTERN,True
876,S00707,2025-09-27 10:58:52.752164119,AI Detector Flag,Medium,CRS0013,SUB001363,0.7705,AI_DETECTOR_THRESHOLD,True
