history_id,student_id,snapshot_at,integrity_score,trust_factor_score,prior_confirmed_cases,prior_dismissed_cases,prior_suspicious_flags,prior_ai_flags,prior_plagiarism_flags,prior_sanction_points,recent_integrity_events,integrity_status
2117,S00424,2026-01-19 00:00:00,90.7,90.33,0,0,5,2,0,0,0,High
2118,S00424,2026-06-08 00:00:00,90.92,86.9,0,0,5,2,0,0,0,High
2119,S00424,2026-08-24 00:00:00,75.94,82.02,0,0,7,3,0,0,2,High
2120,S00424,2027-01-18 00:00:00,77.91,74.58,0,0,7,3,0,0,0,High
2121,S00425,2025-08-25 00:00:00,84.0,83.6,0,0,0,0,0,0,0,High
2122,S00425,2026-01-19 00:00:00,73.77,72.63,0,0,4,1,0,0,0, Moderate 
2123,S00425,2026-06-08 00:00:00,77.88,76.59,0,0,4,1,0,0,0,High
2124,S00425,2026-08-24 00:00:00,65.6,62.19,0,1,6,1,0,0,2,Moderate
2125,S00425,2027-01-18 00:00:00,77.07,77.49,0,1,7,1,0,0,0,High
2126,S00426,2025-08-25 00:00:00,78.15,70.82,0,0,0,0,0,0,0,High
2127,S00426,2026-01-19 00:00:00,76.04,63.2,0,0,0,0,0,0,0,High
2128,S00426,2026-06-08 00:00:00,71.15,59.58,0,0,1,0,0,0,1,Moderate
2129,S00426,2026-08-24 00:00:00,74.82,65.08,0,0,2,1,0,0,1,Moderate
2130,S00426,2027-01-18 00:00:00,,55.9,0,0,7,3,0,0,4,
2131,S00427,2025-08-25 00:00:00,73.72,82.4,0,0,0,0,0,0,0,Moderate
2132,S00427,2026-01-19 00:00:00,79.42,83.2,0,0,0,0,0,0,0,High
2133,S00427,2026-06-08 00:00:00,80.61,79.05,0,0,0,0,0,0,0, High 
2134,S00427,2026-08-24 00:00:00,75.36,80.41,0,0,1,1,0,0,1,High
2135,S00427,2027-01-18 00:00:00,75.29,72.51,0,0,1,1,0,0,0,High
2136,S00428,2025-08-25 00:00:00,94.06,100.0,0,0,0,0,0,0,0,High
2137,S00428,2026-01-19 00:00:00,90.75,90.31,0,0,0,0,0,0,0,High
2138,S00428,2026-06-08 00:00:00,76.16,81.21,0,0,2,1,0,0,2,High
2139,S00428,2026-08-24 00:00:00,69.67,68.8,1,0,4,2,0,1,2,Moderate
2140,S00428,2027-01-18 00:00:00,68.69,80.53,1,0,4,2,0,1,0,Moderate
2141,S00429,25-08-2025 00:00,81.06,75.21,0,0,0,0,0,0,0,High
2142,S00429,2026-01-19 00:00:00,86.97,83.36,0,0,0,0,0,0,0,High
2143,S00429,2026-06-08 00:00:00,87.54,87.9,0,0,0,0,0,0,0,High
2144,S00429,2026-08-24 00:00:00,84.91,74.01,0,0,0,0,0,0,0,High
2145,S00429,2027-01-18 00:00:00,78.22,69.49,0,0,0,0,0,0,0,High
2146,S00430,2025-08-25 00:00:00,86.19,86.0,0,0,0,0,0,0,0,High
2147,S00430,2026-01-19 00:00:00,88.96,91.52,0,0,1,0,0,0,1,High
2148,S00430,2026-06-08 00:00:00,79.52,86.12,0,0,3,1,0,0,1,High
2149,S00430,2026-08-24 00:00:00,58.31,63.09,1,0,4,2,0,15,1,Moderate
2150,S00430,2027-01-18 00:00:00,66.59,73.11,1,0,5,2,0,15,0,Moderate
2151,S00431,2025-08-25 00:00:00,80.45,79.88,0,0,0,0,0,0,0,High
2152, S00431 ,2026-01-19 00:00:00,89.02,80.27,0,0,0,0,0,0,0,High
2153,S00431,2026-06-08 00:00:00,79.21,77.33,0,0,0,0,0,0,0,High
2154,S00431,2026-08-24 00:00:00,83.26,82.42,0,0,0,0,0,0,0,High
2155,S00431,2027-01-18 00:00:00,81.88,82.07,0,0,2,1,0,0,0,High
2156,S00432,2025-08-25 00:00:00,81.6,86.27,0,0,0,0,0,0,0,High
2157,S00432,2026-01-19 00:00:00,81.95,84.25,0,0,1,0,0,0,0,High
2158,S00432,2026-06-08 00:00:00,76.03,76.94,0,0,1,0,0,0,0,High
2159,S00432,2026-08-24 00:00:00,76.06,76.7,0,0,2,1,0,0,1,High
2160,S00432,2027-01-18 00:00:00,79.55,82.51,0,0,3,2,0,0,1,High
2161,S00433,2025-08-25 00:00:00,94.61,91.04,0,0,0,0,0,0,0,High
2162,S00433,2026-01-19 00:00:00,80.58,81.97,0,0,1,0,0,0,1,High
2163,S00433,2026-06-08 00:00:00,71.11,65.43,0,0,3,1,1,0,2,Moderate
2164,S00433,2026-08-24 00:00:00,70.52,70.87,0,0,3,1,1,0,0,Moderate
2165,S00433,2027-01-18 00:00:00,64.73,68.02,0,0,5,2,2,0,2,Moderate
2166,S00434,2025-08-25 00:00:00,87.51,93.19,0,0,0,0,0,0,0,High
2167,S00434,2026-01-19 00:00:00,80.94,81.11,0,0,0,0,0,0,0, High 
2168,S00434,2026-06-08 00:00:00,85.16,83.98,0,0,3,1,0,0,0, High 
2169,S00434,2026-08-24 00:00:00,69.81,76.06,0,0,6,3,0,0,3,Moderate
2170,S00434,2027-01-18 00:00:00,73.69,74.72,0,0,8,3,0,0,2,Moderate
2171,S00435,2025-08-25 00:00:00,80.47,73.09,0,0,0,0,0,0,0,High
2172,S00435,2026-01-19 00:00:00,81.53,76.78,0,0,0,0,0,0,0,High
2173,S00435,2026-06-08 00:00:00,67.37,61.12,0,1,7,3,0,0,5,Moderate
2174,S00435,2026-08-24 00:00:00,66.46,62.06,0,1,7,3,0,0,0,Moderate
2175,S00435,2027-01-18 00:00:00,61.87,62.57,0,1,9,4,0,0,1,Moderate
2176,S00436,2025-08-25 00:00:00,89.73,92.95,0,0,0,0,0,0,0,High
2177,S00436,2026-01-19 00:00:00,79.94,81.94,0,0,1,0,0,0,0,High
2178,S00436,2026-06-08 00:00:00,80.14,77.04,0,0,1,0,0,0,0,High
2179,S00436,2026-08-24 00:00:00,85.16,84.27,0,0,2,1,0,0,1,High
2180,S00436,2027-01-18 00:00:00,81.08,82.44,0,0,3,1,0,0,0,High
2181,S00437,2025-08-25 00:00:00,86.45,89.0,0,0,0,0,0,0,0,High
2182,S00437,2026-01-19 00:00:00,77.99,76.98,0,1,3,2,0,0,0,High
2183,S00437,2026-06-08 00:00:00,63.98,60.12,0,1,6,3,0,0,1,Moderate
2184,S00437,2026-08-24 00:00:00,73.82,66.37,0,1,8,3,0,0,2,Moderate
2185,S00437,2027-01-18 00:00:00,68.54,62.91,0,1,9,4,0,0,1,Moderate
2186,S00438,2025-08-25 00:00:00,82.98,81.44,0,0,0,0,0,0,0,High
2187,S00438,2026-01-19 00:00:00,56.77,60.02,2,0,3,2,0,5,0, Moderate 
2188,S00438,2026-06-08 00:00:00,55.86,59.43,2,0,6,3,0,5,0,Moderate
2189,S00438,2026-08-24 00:00:00,44.99,40.89,2,0,8,4,0,5,2,Low
2190,S00438,2027-01-18 00:00:00,35.89,32.18,2,0,11,6,0,5,3,Low
2191,S00439,2025-08-25 00:00:00,92.16,83.68,0,0,0,0,0,0,0,High
2192,S00439,2026-01-19 00:00:00,76.24,81.73,1,0,2,1,0,1,2,High
2193,S00439,2026-06-08 00:00:00,70.21,72.97,1,0,3,1,0,1,1,Moderate
2194,S00439,2026-08-24 00:00:00,72.6,71.66,1,0,3,1,0,1,0,Moderate
2195,S00439,2027-01-18 00:00:00,71.98,71.77,1,0,3,1,0,1,0,Moderate
2196,S00440,2025-08-25 00:00:00,88.95,81.85,0,0,0,0,0,0,0,High
2197,S00440,2026-01-19 00:00:00,74.55,70.14,0,0,2,1,0,0,2,Moderate
2198,S00440,2026-06-08 00:00:00,80.71,87.68,0,0,3,1,0,0,1,High
2199,S00440,2026-08-24 00:00:00,76.19,70.89,0,0,4,2,0,0,1,High
2200,S00440,2027-01-18 00:00:00,73.71,66.72,0,1,5,2,1,0,0,Moderate
2201,S00441,2025-08-25 00:00:00,86.78,90.7,0,0,0,0,0,0,0,High
2202,S00441,2026-01-19 00:00:00,95.0,93.94,0,0,0,0,0,0,0,High
2203,S00441,2026-06-08 00:00:00,82.8,82.14,0,0,1,0,0,0,1,High
2204,S00441,2026-08-24 00:00:00,85.97,86.46,0,0,1,0,0,0,0, High 
2205,S00441,2027-01-18 00:00:00,89.94,91.77,0,0,2,1,0,0,0,High
2206,S00442,2025-08-25 00:00:00,81.87,79.94,0,0,0,0,0,0,0,High
2207,S00442,2026-01-19 00:00:00,74.95,74.49,0,0,4,2,1,0,4,Moderate
2208,S00442,2026-06-08 00:00:00,71.06,74.52,0,0,5,3,1,0,0,Moderate
2209,S00442,2026-08-24 00:00:00,60.93,58.01,0,0,7,4,1,0,2,Moderate
2210,S00442,2027-01-18 00:00:00,63.17,62.64,0,0,10,5,1,0,1,Moderate
2211,S00443,2025-08-25 00:00:00,90.12,96.58,0,0,0,0,0,0,0,High
2212,S00443,2026-01-19 00:00:00,87.37,84.51,0,0,0,0,0,0,0,High
2213,S00443,2026-06-08 00:00:00,77.33,80.27,0,1,3,1,0,0,3,High
2214,S00443,2026-08-24 00:00:00,79.55,79.68,0,1,4,2,0,0,1,High
2215,S00443,2027-01-18 00:00:00,56.21,50.09,1,1,8,4,1,1,2,Moderate
2216,S00444,2025-08-25 00:00:00,83.72,86.25,0,0,0,0,0,0,0,
2217,S00444,2026-01-19 00:00:00,67.2,72.73,0,0,4,3,1,0,2,Moderate
2218,S00444,2026-06-08 00:00:00,79.94,79.52,0,0,4,3,1,0,0,High
2219,S00444,2026-08-24 00:00:00,64.6,63.58,0,0,6,4,1,0,2,Moderate
2220,S00444,2027-01-18 00:00:00,76.75,73.66,0,0,6,4,1,0,0,High
2221,S00445,2025-08-25 00:00:00,81.09,80.92,0,0,0,0,0,0,0,High
2222,S00445,2026-01-19 00:00:00,81.2,87.04,0,0,1,1,0,0,0,High
2223,S00445,2026-06-08 00:00:00,70.42,70.5,0,0,3,1,0,0,1,Moderate
2224,S00445,2026-08-24 00:00:00,71.36,71.08,0,0,6,1,0,0,3,Moderate
2225,S00445,2027-01-18 00:00:00,69.41,68.48,0,0,7,2,0,0,0,Moderate
2226,S00446,2025-08-25 00:00:00,87.56,88.2,0,0,0,0,0,0,0,High
2227,S00446,2026-01-19 00:00:00,79.97,73.59,0,0,1,0,0,0,1,High
2228,S00446,2026-06-08 00:00:00,81.37,76.11,0,0,1,0,0,0,0,High
2229,S00446,2026-08-24 00:00:00,85.55,80.53,0,0,1,0,0,0,0,High
2230,S00446,2027-01-18 00:00:00,81.5,81.26,0,1,3,1,0,0,0,High
2231,S00447,2025-08-25 00:00:00,85.29,86.3,0,0,0,0,0,0,0,High
2232,S00447,2026-01-19 00:00:00,92.64,95.21,0,0,0,0,0,0,0,High
2233,S00447,2026-06-08 00:00:00,81.85,84.35,0,0,3,2,0,0,3,High
2234,S00447,2026-08-24 00:00:00,76.58,74.02,0,0,5,3,0,0,2,High
2235,S00447,2027-01-18 00:00:00,79.51,85.65,0,0,8,4,0,0,0,High
2236,S00448,2025-08-25 00:00:00,83.79,84.48,0,0,0,0,0,0,0,High
2237,S00448,2026-01-19 00:00:00,81.05,81.39,0,0,0,0,0,0,0,High
2238,S00448,2026-06-08 00:00:00,83.85,90.75,0,0,0,0,0,0,0,High
2239,S00448,2026-08-24 00:00:00,84.64,92.11,0,0,0,0,0,0,0,High
2240,S00448,2027-01-18 00:00:00,78.03,82.73,0,0,1,1,0,0,0,High
2241,S00449,2025-08-25 00:00:00,84.29,76.82,0,0,0,0,0,0,0,High
2242,S00449,2026-01-19 00:00:00,76.79,73.09,0,0,1,1,0,0,1,High
2243,S00449,2026-06-08 00:00:00,69.64,76.51,0,1,6,3,0,0,4,Moderate
2244,S00449,2026-08-24 00:00:00,50.49,47.44,0,1,11,4,1,0,5,Moderate
2245,S00449,2027-01-18 00:00:00,55.42,58.44,1,1,12,5,1,1,0,Moderate
2246,S00450,2025-08-25 00:00:00,95.71,92.64,0,0,0,0,0,0,0,High
2247,S00450,2026-01-19 00:00:00,97.21,94.11,0,0,0,0,0,0,0,High
2248,S00450,2026-06-08 00:00:00,90.2,96.95,0,0,1,1,0,0,0,High
2249,S00450,2026-08-24 00:00:00,95.26,98.72,0,0,1,1,0,0,0,High
2250,S00450,2027-01-18 00:00:00,97.36,95.24,0,0,1,1,0,0,0,High
2251,S00451,2025-08-25 00:00:00,83.77,88.98,0,0,0,0,0,0,0,High
2252,S00451,2026-01-19 00:00:00,85.38,86.57,0,0,2,1,0,0,0,High
2253,S00451,2026-06-08 00:00:00,70.03,66.93,0,0,5,2,0,0,2,Moderate
2254,S00451,24/08/2026 00:00,78.81,80.78,0,0,5,2,0,0,0,High
2255,S00451,2027-01-18 00:00:00,65.65,63.75,0,0,7,3,0,0,0,Moderate
2256,S00452,2025-08-25 00:00:00,,88.66,0,0,0,0,0,0,0,High
2257, S00452 ,2026-01-19 00:00:00,84.57,81.34,0,0,2,0,0,0,1,High
2258,S00452,2026-06-08 00:00:00,92.45,95.55,0,0,2,0,0,0,0,High
2259,S00452,2026-08-24 00:00:00,77.01,76.78,0,0,3,0,0,0,1,High
2260,S00452,2027-01-18 00:00:00,81.61,87.48,0,0,5,1,0,0,2,High
2261,S00453,2025-08-25 00:00:00,81.35,80.45,0,0,0,0,0,0,0,High
2262,S00453,2026-01-19 00:00:00,92.67,95.71,0,0,2,0,0,0,0,High
2263,S00453,2026-06-08 00:00:00,70.78,68.76,0,0,5,1,0,0,2,Moderate
2264,S00453,2026-08-24 00:00:00,68.03,120.0,0,0,7,2,0,0,2,Moderate
2265,S00453,2027-01-18 00:00:00,73.87,71.94,0,0,7,2,0,0,0,Moderate
2266,S00454,2025-08-25 00:00:00,77.55,78.47,0,0,0,0,0,0,0,
2267,S00454,2026-01-19 00:00:00,81.28,81.99,0,0,0,0,0,0,0,High
2268,S00454,2026-06-08 00:00:00,88.43,87.67,0,0,0,0,0,0,0,High
2269,S00454,2026-08-24 00:00:00,80.3,71.55,0,0,0,0,0,0,0,High
2270,S00454,2027-01-18 00:00:00,83.72,89.66,0,0,0,0,0,0,0,High
2271,S00455,2025-08-25 00:00:00,92.76,90.68,0,0,0,0,0,0,0,High
2272,S00455,2026-01-19 00:00:00,87.03,85.17,0,0,1,0,0,0,0,High
2273,S00455,2026-06-08 00:00:00,91.75,89.74,0,0,1,0,0,0,0,High
2274,S00455,2026-08-24 00:00:00,86.07,77.07,0,0,2,0,1,0,1,High
2275,S00455,2027-01-18 00:00:00,92.19,94.93,0,0,2,0,1,0,0,High
2276,S00456,2025-08-25 00:00:00,91.96,99.19,0,0,0,0,0,0,0,High
2277,S00456,2026-01-19 00:00:00,99.04,100.0,0,0,0,0,0,0,0,High
2278,S00456,2026/06/08 00:00:00,86.06,88.78,0,0,3,1,0,0,1,High
2279,S00456,2026-08-24 00:00:00,71.55,78.54,0,1,8,3,0,0,5,Moderate
2280,S00456,2027-01-18 00:00:00,66.79,70.49,0,2,10,5,0,0,2,Moderate
2281,S00457,2025-08-25 00:00:00,88.59,87.57,0,0,0,0,0,0,0,High
2282,S00457,2026-01-19 00:00:00,91.62,96.09,0,0,2,1,1,0,0,High
2283,S00457,2026-06-08 00:00:00,89.36,,0,0,2,1,1,0,0,High
2284,S00457,2026-08-24 00:00:00,74.07,75.13,0,0,5,3,1,0,3,Moderate
2285,S00457,2027-01-18 00:00:00,79.2,82.2,0,0,6,3,1,0,0,High
2286,S00458,2025-08-25 00:00:00,90.58,100.0,0,0,0,0,0,0,0,High
2287,S00458,2026-01-19 00:00:00,93.78,96.91,0,1,0,0,0,0,0,High
2288,S00458,2026-06-08 00:00:00,82.85,91.54,0,1,0,0,0,0,0,High
2289,S00458,2026-08-24 00:00:00,85.84,92.67,0,1,0,0,0,0,0,High
2290,S00458,2027-01-18 00:00:00,88.61,90.33,0,1,0,0,0,0,0,High
2291,S00459,2025-08-25 00:00:00,78.89,85.31,0,0,0,0,0,0,0,High
2292,S00459,2026-01-19 00:00:00,93.67,94.24,0,0,0,0,0,0,0,High
2293,S00459,2026-06-08 00:00:00,68.66,75.34,1,1,2,1,0,1,1,Moderate
2294,S00459,24-08-2026 00:00,77.9,73.74,1,1,2,1,0,1,0,High
2295,S00459,2027-01-18 00:00:00,58.8,70.34,1,1,6,3,0,1,3,Moderate
2296,S00460,2025/08/25 00:00:00,83.49,75.86,0,0,0,0,0,0,0,high
2297,S00460,2026-01-19 00:00:00,72.62,65.23,0,1,4,3,0,0,0,Moderate
2298,S00460,2026-06-08 00:00:00,49.86,44.25,0,1,9,4,0,0,5,Low
2299,S00460,24/08/2026 00:00,50.66,46.32,0,2,13,5,0,0,4,Moderate
2300,S00460,2027-01-18 00:00:00,45.35,41.45,0,2,17,7,1,0,1,Low
2301,S00461,2025-08-25 00:00:00,80.82,72.23,0,0,0,0,0,0,0,High
2302,S00461,2026-01-19 00:00:00,82.73,85.62,0,0,2,1,0,0,0,High
2303,S00461,2026-06-08 00:00:00,69.8,72.0,0,0,3,2,0,0,1,Moderate
2304,S00461,2026-08-24 00:00:00,62.65,57.24,0,1,8,4,1,0,5,Moderate
2305,S00461,2027-01-18 00:00:00,63.24,56.49,0,1,8,4,1,0,0,Moderate
2306,S00462,2025-08-25 00:00:00,87.75,91.39,0,0,0,0,0,0,0,High
2307,S00462,2026-01-19 00:00:00,75.47,70.75,0,0,3,1,1,0,3, High 
2308,S00462,2026-06-08 00:00:00,65.63,56.44,0,1,5,3,1,0,1,Moderate
2309,S00462,2026-08-24 00:00:00,66.3,62.56,0,1,8,4,1,0,3,Moderate
2310,S00462,2027-01-18 00:00:00,62.39,61.99,0,1,8,4,1,0,0,Moderate
2311,S00463,2025-08-25 00:00:00,81.75,83.34,0,0,0,0,0,0,0,High
2312,S00463,2026-01-19 00:00:00,68.75,69.01,1,0,0,0,0,1,0,Moderate
2313,S00463,2026-06-08 00:00:00,77.47,75.67,1,0,0,0,0,1,0,High
2314,S00463,2026-08-24 00:00:00,74.67,68.58,1,0,0,0,0,1,0,Moderate
2315,S00463,2027-01-18 00:00:00,63.64,59.67,1,0,4,3,0,1,3,Moderate
2316,S00464,2025-08-25 00:00:00,83.58,77.04,0,0,0,0,0,0,0,High
2317,S00464,2026-01-19 00:00:00,85.76,88.84,0,0,0,0,0,0,0,High
2318,S00464,2026-06-08 00:00:00,70.55,73.61,0,0,3,2,0,0,2,Moderate
2319,S00464,2026-08-24 00:00:00,83.66,86.83,0,0,3,2,0,0,0,High
2320,S00464,2027-01-18 00:00:00,81.71,74.95,0,0,4,3,0,0,1,High
2321,S00465,2025-08-25 00:00:00,83.63,89.17,0,0,0,0,0,0,0,High
2322,S00465,2026-01-19 00:00:00,82.24,83.55,0,0,0,0,0,0,0,High
2323,S00465,2026-06-08 00:00:00,87.7,88.61,0,0,0,0,0,0,0,High
2324,S00465,2026-08-24 00:00:00,80.6,81.42,0,0,0,0,0,0,0,High
2325,S00465,2027-01-18 00:00:00,82.89,85.76,0,0,4,1,0,0,0,High
2326,S00466,2025-08-25 00:00:00,89.58,86.89,0,0,0,0,0,0,0,High
2327,S00466,2026-01-19 00:00:00,87.09,86.43,0,0,1,0,0,0,1,High
2328,S00466,2026-06-08 00:00:00,85.81,92.78,0,0,1,0,0,0,0,High
2329,S00466,2026-08-24 00:00:00,84.02,89.7,0,0,2,0,1,0,1, High 
2330,S00466,2027-01-18 00:00:00,86.68,86.09,0,0,5,1,1,0,1,High
2331,S00467,2025-08-25 00:00:00,92.36,95.92,0,0,0,0,0,0,0,High
2332,S00467,2026-01-19 00:00:00,79.89,81.64,0,0,2,1,0,0,1,High
2333,S00467,2026-06-08 00:00:00,87.2,84.96,0,0,5,2,0,0,0,High
2334,S00467,2026-08-24 00:00:00,77.11,81.65,0,0,7,2,0,0,2,High
2335,S00467,2027-01-18 00:00:00,74.7,76.27,0,1,13,5,0,0,0, Moderate 
2336,S00468,2025-08-25 00:00:00,81.91,84.49,0,0,0,0,0,0,0,High
2337,S00468,2026-01-19 00:00:00,73.59,71.87,1,0,4,2,0,4,0,Moderate
2338,S00468,2026-06-08 00:00:00,69.62,72.5,1,0,4,2,0,4,0,Moderate
2339,S00468,2026-08-24 00:00:00,62.54,62.69,1,0,5,3,0,4,1,Moderate
2340,S00468,2027-01-18 00:00:00,53.17,53.92,2,0,6,4,0,8,0,Moderate
2341,S00469,2025-08-25 00:00:00,84.94,85.73,0,0,0,0,0,0,0,High
2342,S00469,2026-01-19 00:00:00,79.18,85.05,0,1,1,1,0,0,0,High
2343,S00469,2026-06-08 00:00:00,81.58,84.17,0,1,1,1,0,0,0,High
2344,S00469,2026-08-24 00:00:00,75.18,77.91,0,1,1,1,0,0,0,High
2345,S00469,2027-01-18 00:00:00,71.38,71.81,0,1,2,2,0,0,1,Moderate
2346,S00470,2025-08-25 00:00:00,77.53,74.84,0,0,0,0,0,0,0,High
2347,S00470,2026-01-19 00:00:00,60.0,63.92,1,0,1,0,0,8,1,Moderate
2348,S00470,2026-06-08 00:00:00,52.5,49.86,1,0,6,2,0,8,1,Moderate
2349,S00470,2026-08-24 00:00:00,53.34,,1,0,7,3,0,8,1,Moderate
2350,S00470,2027-01-18 00:00:00,60.26,57.35,1,0,7,3,0,8,0,Moderate
2351,S00471,2025-08-25 00:00:00,81.44,71.62,0,0,0,0,0,0,0,High
2352,S00471,2026-01-19 00:00:00,88.95,91.78,0,0,1,1,0,0,0,High
2353,S00471,2026-06-08 00:00:00,76.75,82.07,0,0,2,1,0,0,1,High
2354,S00471,2026-08-24 00:00:00,77.73,76.93,0,0,2,1,0,0,0,High
2355,S00471,2027/01/18 00:00:00,69.13,65.86,0,1,3,1,0,0,1,Moderate
2356,S00472,2025-08-25 00:00:00,83.15,75.01,0,0,0,0,0,0,0,High
2357,S00472,2026-01-19 00:00:00,76.87,66.94,0,0,0,0,0,0,0,High
2358,S00472,2026-06-08 00:00:00,74.34,67.97,0,0,0,0,0,0,0,Moderate
2359,S00472,2026-08-24 00:00:00,78.97,75.98,0,0,0,0,0,0,0,High
2360,S00472,01/18/2027 00:00,65.19,69.16,0,0,3,2,0,0,2,Moderate
2361,S00473,2025-08-25 00:00:00,78.2,73.95,0,0,0,0,0,0,0,High
2362,S00473,2026-01-19 00:00:00,85.29,84.99,0,0,0,0,0,0,0,High
2363,S00473,2026-06-08 00:00:00,78.87,81.91,0,0,1,1,0,0,1,High
2364,S00473,2026-08-24 00:00:00,63.58,61.65,0,0,3,3,0,0,2,Moderate
2365,S00473,2027-01-18 00:00:00,69.51,66.86,0,0,5,4,1,0,2,Moderate
2366,S00474,2025-08-25 00:00:00,77.01,77.56,0,0,0,0,0,0,0,High
2367,S00474,2026-01-19 00:00:00,75.49,74.41,0,0,3,1,0,0,0,High
2368,S00474,2026-06-08 00:00:00,70.58,69.72,0,0,3,1,0,0,0,Moderate
2369,S00474,2026-08-24 00:00:00,73.74,79.15,0,0,5,2,0,0,2,Moderate
2370,S00474,2027-01-18 00:00:00,72.05,70.41,0,0,5,2,0,0,0,Moderate
2371,S00475,2025-08-25 00:00:00,83.26,83.33,0,0,0,0,0,0,0,High
2372,S00475,2026-01-19 00:00:00,75.85,73.54,0,0,5,3,0,0,1,High
2373,S00475,2026-06-08 00:00:00,71.83,75.03,0,0,6,3,1,0,0,Moderate
2374,S00475,2026-08-24 00:00:00,57.92,58.08,0,0,8,4,2,0,2,Moderate
2375,S00475,2027-01-18 00:00:00,76.32,76.04,0,0,8,4,2,0,0,High
2376,S00476,2025-08-25 00:00:00,87.43,91.41,0,0,0,0,0,0,0,High
2377,S00476,2026-01-19 00:00:00,84.08,85.0,0,0,0,0,0,0,0,High
2378,S00476,2026-06-08 00:00:00,92.65,92.72,0,0,0,0,0,0,0,High
2379,S00476,2026-08-24 00:00:00,95.1,100.0,0,0,0,0,0,0,0,High
2380,S00476,2027-01-18 00:00:00,81.04,86.87,0,0,0,0,0,0,0,High
2381,S00477,2025-08-25 00:00:00,86.34,86.77,0,0,0,0,0,0,0,High
2382,S00477,2026-01-19 00:00:00,78.57,78.31,0,0,0,0,0,0,0,High
2383,S00477,2026-06-08 00:00:00,74.75,77.34,0,0,1,0,0,0,0,Moderate
2384,S00477,24/08/2026 00:00,72.3,76.24,0,0,2,1,0,0,1,Moderate
2385, S00477 ,2027-01-18 00:00:00,72.7,70.28,0,0,3,2,0,0,0,Moderate
2386,S00478,2025-08-25 00:00:00,90.23,89.89,0,0,0,0,0,0,0,High
2387,S00478,2026-01-19 00:00:00,84.87,88.71,0,0,0,0,0,0,0,High
2388,S00478,2026-06-08 00:00:00,78.31,69.84,0,0,0,0,0,0,0,High
2389, S00478 ,2026-08-24 00:00:00,77.79,85.94,0,0,0,0,0,0,0,High
2390,S00478,2027-01-18 00:00:00,89.69,95.55,0,0,3,1,0,0,2,High
2391,S00479,2025-08-25 00:00:00,91.62,87.38,0,0,0,0,0,0,0,High
2392,S00479,2026-01-19 00:00:00,78.98,66.28,0,0,2,1,0,0,1,High
2393,S00479,2026-06-08 00:00:00,78.14,69.82,0,0,3,2,0,0,1,High
2394,S00479,2026-08-24 00:00:00,69.94,64.87,0,0,3,2,0,0,0,Moderate
2395,S00479,2027-01-18 00:00:00,77.06,82.27,0,0,4,3,0,0,0,High
2396,S00480,2025-08-25 00:00:00,83.65,83.92,0,0,0,0,0,0,0,High
2397,S00480,2026-01-19 00:00:00,78.99,79.69,0,0,0,0,0,0,0,High
2398,S00480,2026-06-08 00:00:00,72.65,73.21,0,0,1,1,0,0,1, Moderate 
2399,S00480,2026-08-24 00:00:00,84.42,83.29,0,0,1,1,0,0,0,HIGH
2400,S00480,2027-01-18 00:00:00,68.76,66.83,0,0,8,2,1,0,1,Moderate
2401,S00481,2025-08-25 00:00:00,77.03,73.02,0,0,0,0,0,0,0,High
2402,S00481,2026-01-19 00:00:00,82.45,83.16,0,0,0,0,0,0,0,
2403,S00481,2026-06-08 00:00:00,75.11,78.54,0,0,2,1,0,0,2,High
2404,S00481,2026-08-24 00:00:00,70.1,70.25,0,0,3,1,0,0,1,Moderate
2405,S00481,2027-01-18 00:00:00,76.11,73.11,0,0,6,3,0,0,0,High
2406,S00482,25-08-2025 00:00,86.95,87.61,0,0,0,0,0,0,0,High
2407,S00482,2026-01-19 00:00:00,80.79,79.58,0,1,2,2,0,0,0,High
2408,S00482,2026-06-08 00:00:00,74.81,75.45,0,1,3,2,0,0,1,Moderate
2409,S00482,2026-08-24 00:00:00,74.5,88.33,0,1,4,2,0,0,1,Moderate
2410,S00482,2027-01-18 00:00:00,81.36,84.27,0,1,5,3,0,0,0,High
2411,S00483,2025-08-25 00:00:00,86.97,96.04,0,0,0,0,0,0,0,High
2412,S00483,2026-01-19 00:00:00,75.95,73.77,0,1,3,1,0,0,1,High
2413,S00483,2026-06-08 00:00:00,84.24,89.32,0,1,4,2,0,0,0,High
2414,S00483,2026-08-24 00:00:00,76.95,78.4,0,1,5,3,0,0,1,High
2415,S00483,2027-01-18 00:00:00,69.74,74.08,0,1,6,3,1,0,1,Moderate
2416,S00484,2025-08-25 00:00:00,86.12,80.0,0,0,0,0,0,0,0,High
2417,S00484,19-01-2026 00:00,81.4,89.06,0,0,2,1,0,0,0,High
2418,S00484,2026-06-08 00:00:00,82.88,78.48,0,0,2,1,0,0,0,High
2419,S00484,2026-08-24 00:00:00,61.61,65.35,0,0,7,3,0,0,5,Moderate
2420,S00484,2027-01-18 00:00:00,77.08,74.88,0,0,7,3,0,0,0,High
2421, S00485 ,2025-08-25 00:00:00,75.54,69.96,0,0,0,0,0,0,0,High
2422,S00485,2026-01-19 00:00:00,63.42,52.52,0,0,3,1,2,0,1,Moderate
2423,S00485,2026-06-08 00:00:00,68.14,,0,0,3,1,2,0,0,Moderate
2424,S00485,2026-08-24 00:00:00,64.79,,0,0,3,1,2,0,0, MODERATE 
2425,S00485,2027-01-18 00:00:00,62.14,57.24,0,0,4,2,2,0,0, Moderate 
