history_id,student_id,snapshot_at,integrity_score,trust_factor_score,prior_confirmed_cases,prior_dismissed_cases,prior_suspicious_flags,prior_ai_flags,prior_plagiarism_flags,prior_sanction_points,recent_integrity_events,integrity_status
1772,S00355,2026-01-19,84.66,84.29,0,0,0,0,0,0,0,High
1773,S00355,2026-06-08,84.66,84.29,0,0,0,0,0,0,0,High
1774,S00355,2026-08-24,78.96,78.59,0,0,2,0,0,0,2,High
1775,S00355,2027-01-18,72.86,72.49,0,0,6,2,1,0,2,Moderate
1776,S00356,2025-08-25,89.34,91.2,0,0,0,0,0,0,0,High
1777,S00356,2026-01-19,85.39,87.25,0,1,3,1,0,0,0,High
1778,S00356,2026-06-08,80.04,81.91,0,1,4,2,0,0,1,High
1779,S00356,2026-08-24,77.04,78.91,0,2,6,2,0,0,2,High
1780,S00356,2027-01-18,81.44,83.3,0,2,6,2,0,0,0,High
1781,S00357,2025-08-25,85.19,84.62,0,0,0,0,0,0,0,High
1782,S00357,2026-01-19,83.54,82.97,0,0,1,1,0,0,0,High
1783,S00357,2026-06-08,79.19,78.62,0,0,2,1,0,0,1,High
1784,S00357,2026-08-24,77.54,76.97,0,0,3,2,0,0,1,High
1785,S00357,2027-01-18,80.59,80.02,0,0,4,2,0,0,0,High
1786,S00358,2025-08-25,90.9,93.85,0,0,0,0,0,0,0,High
1787,S00358,2026-01-19,90.9,93.85,0,0,0,0,0,0,0,High
1788,S00358,2026-06-08,90.9,93.85,0,0,0,0,0,0,0,High
1789,S00358,2026-08-24,81.7,84.65,0,1,2,1,1,0,2,High
1790,S00358,2027-01-18,86.1,89.05,0,1,2,1,1,0,0,High
1791,S00359,2025-08-25,90.86,93.62,0,0,0,0,0,0,0,High
1792,S00359,2026-01-19,90.86,93.62,0,0,0,0,0,0,0,High
1793,S00359,2026-06-08,90.86,93.62,0,0,0,0,0,0,0,High
1794,S00359,2026-08-24,84.16,86.92,0,0,2,1,0,0,2,High
1795,S00359,2027-01-18,88.56,91.32,0,0,2,1,0,0,0,High
1796,S00360,2025-08-25,83.5,82.4,0,0,0,0,0,0,0,High
1797,S00360,2026-01-19,78.5,77.4,0,0,2,0,0,0,1,High
1798,S00360,2026-06-08,77.85,76.75,0,0,3,0,0,0,1,High
1799,S00360,2026-08-24,81.55,80.45,0,0,3,0,0,0,0,High
1800,S00360,2027-01-18,79.9,78.8,0,0,4,1,0,0,0,High
1801,S00361,2025-08-25,90.3,92.65,0,0,0,0,0,0,0,High
1802,S00361,2026-01-19,87.5,89.85,0,0,2,0,1,0,0,High
1803,S00361,2026-06-08,83.15,85.5,0,0,3,0,1,0,1,High
1804,S00361,2026-08-24,86.85,89.2,0,0,3,0,1,0,0,High
1805,S00361,2027-01-18,85.2,87.55,0,0,4,1,1,0,0,High
1806,S00362,2025-08-25,85.22,84.96,0,0,0,0,0,0,0,High
1807,S00362,2026-01-19,78.52,78.26,0,0,2,1,0,0,2,High
1808,S00362,2026-06-08,77.07,76.81,0,0,3,1,1,0,1,High
1809,S00362,2026-08-24,75.42,75.16,0,0,4,2,1,0,1,High
1810,S00362,2027-01-18,79.12,78.86,0,0,4,2,1,0,0,High
1811,S00363,2025-08-25,87.77,88.73,0,0,0,0,0,0,0,High
1812,S00363,2026-01-19,87.77,88.73,0,0,0,0,0,0,0,High
1813,S00363,2026-06-08,87.77,88.73,0,0,0,0,0,0,0,High
1814,S00363,2026-08-24,67.72,68.68,1,0,3,1,0,6,3,Moderate
1815,S00363,2027-01-18,66.97,67.93,1,0,4,1,1,6,1,Moderate
1816,S00364,2025-08-25,87.71,88.58,0,0,0,0,0,0,0,High
1817,S00364,2026-01-19,87.71,88.58,0,0,0,0,0,0,0,High
1818,S00364,2026-06-08,82.01,82.88,0,0,2,0,0,0,2,High
1819,S00364,2026-08-24,81.06,81.93,0,0,3,1,0,0,1,High
1820,S00364,2027-01-18,76.71,77.58,0,0,6,2,0,0,3,High
1821,S00365,2025-08-25,77.41,72.6,0,0,0,0,0,0,0,High
1822,S00365,2026-01-19,77.41,72.6,0,0,0,0,0,0,0,High
1823,S00365,2026-06-08,70.36,65.55,0,0,3,0,0,0,3,Moderate
1824,S00365,2026-08-24,67.26,62.45,0,0,5,1,1,0,2,Moderate
1825,S00365,2027-01-18,64.66,59.85,0,1,7,2,1,0,1,Moderate
1826,S00366,2025-08-25,83.52,82.17,0,0,0,0,0,0,0,High
1827,S00366,2026-01-19,83.52,82.17,0,0,0,0,0,0,0,High
1828,S00366,2026-06-08,81.37,80.02,0,0,1,0,1,0,0,High
1829,S00366,2026-08-24,81.37,80.02,0,0,1,0,1,0,0,High
1830,S00366,2027-01-18,81.37,80.02,0,0,1,0,1,0,0,High
1831,S00367,2025-08-25,87.8,88.82,0,0,0,0,0,0,0,High
1832,S00367,2026-01-19,77.4,78.42,0,0,4,2,0,0,4,High
1833,S00367,2026-06-08,83.2,84.22,0,0,4,2,0,0,0,High
1834,S00367,2026-08-24,76.5,77.52,0,0,6,3,0,0,2,High
1835,S00367,2027-01-18,76.45,77.47,0,0,9,4,1,0,0,High
1836,S00368,2025-08-25,88.31,89.86,0,0,0,0,0,0,0,High
1837,S00368,2026-01-19,82.96,84.51,0,1,1,0,0,0,1,High
1838,S00368,2026-06-08,79.96,81.51,0,1,3,1,0,0,2,High
1839,S00368,2026-08-24,71.61,73.16,0,1,8,4,0,0,5,Moderate
1840,S00368,2027-01-18,59.26,60.81,1,1,11,7,0,1,2,Moderate
1841,S00369,2025-08-25,88.19,89.68,0,0,0,0,0,0,0,High
1842,S00369,2026-01-19,88.19,89.68,0,0,0,0,0,0,0,High
1843,S00369,2026-06-08,87.19,88.68,0,1,0,0,0,0,0,High
1844,S00369,2026-08-24,80.49,81.98,0,1,2,1,0,0,2,High
1845,S00369,2027-01-18,84.89,86.38,0,1,2,1,0,0,0,High
1846,S00370,2025-08-25,85.34,85.18,0,0,0,0,0,0,0,High
1847,S00370,2026-01-19,78.34,78.18,0,0,2,2,0,0,1,High
1848,S00370,2026-06-08,75.34,75.18,0,0,4,3,0,0,2,High
1849,S00370,2026-08-24,74.39,74.23,0,0,5,4,0,0,1,Moderate
1850,S00370,2027-01-18,78.09,77.93,0,0,5,4,0,0,0,High
1851,S00371,2025-08-25,87.78,89.04,0,0,0,0,0,0,0,High
1852,S00371,2026-01-19,72.03,73.29,0,2,5,4,0,0,5,Moderate
1853,S00371,2026-06-08,78.53,79.79,0,2,5,4,0,0,0,High
1854,S00371,2026-08-24,72.68,73.94,0,2,6,4,1,0,1,Moderate
1855,S00371,2027-01-18,76.38,77.64,0,2,6,4,1,0,0,High
1856,S00372,2025-08-25,85.81,85.75,0,0,0,0,0,0,0,High
1857,S00372,2026-01-19,83.16,83.1,0,1,1,1,0,0,0,High
1858,S00372,2026-06-08,83.16,83.1,0,1,1,1,0,0,0,High
1859,S00372,2026-08-24,83.16,83.1,0,1,1,1,0,0,0,High
1860,S00372,2027-01-18,77.81,77.75,0,1,2,2,0,0,1,High
1861,S00373,2025-08-25,86.99,87.85,0,0,0,0,0,0,0,High
1862,S00373,2026-01-19,86.99,87.85,0,0,0,0,0,0,0,High
1863,S00373,2026-06-08,86.99,87.85,0,0,0,0,0,0,0,High
1864,S00373,2026-08-24,80.64,81.5,0,1,1,1,0,0,1,High
1865,S00373,2027-01-18,84.34,85.2,0,1,1,1,0,0,0,High
1866,S00374,2025-08-25,89.75,92.02,0,0,0,0,0,0,0,High
1867,S00374,2026-01-19,88.1,90.37,0,0,1,1,0,0,0,High
1868,S00374,2026-06-08,88.1,90.37,0,0,1,1,0,0,0,High
1869,S00374,2026-08-24,88.1,90.37,0,0,1,1,0,0,0,High
1870,S00374,2027-01-18,77.6,79.87,0,0,5,3,1,0,2,High
1871,S00375,2025-08-25,83.97,82.88,0,0,0,0,0,0,0,High
1872,S00375,2026-01-19,77.32,76.23,0,1,3,0,0,0,1,High
1873,S00375,2026-06-08,74.32,73.23,0,1,5,1,0,0,2,Moderate
1874,S00375,2026-08-24,77.72,76.63,0,2,5,1,0,0,0,High
1875,S00375,2027-01-18,77.72,76.63,0,2,5,1,0,0,0,High
1876,S00376,2025-08-25,86.99,87.73,0,0,0,0,0,0,0,High
1877,S00376,2026-01-19,86.99,87.73,0,0,0,0,0,0,0,High
1878,S00376,2026-06-08,74.84,75.59,0,1,5,2,1,0,2,Moderate
1879,S00376,2026-08-24,62.89,63.63,1,1,6,3,1,4,1,Moderate
1880,S00376,2027-01-18,64.94,65.69,1,1,7,4,1,4,0,Moderate
1881,S00377,2025-08-25,88.7,90.37,0,0,0,0,0,0,0,High
1882,S00377,2026-01-19,88.7,90.37,0,0,0,0,0,0,0,High
1883,S00377,2026-06-08,81.7,83.37,0,0,2,2,0,0,1,High
1884,S00377,2026-08-24,77.35,79.02,0,0,5,3,0,0,3,High
1885,S00377,2027-01-18,82.45,84.12,0,0,5,3,0,0,0,High
1886,S00378,2025-08-25,80.77,78.04,0,0,0,0,0,0,0,High
1887,S00378,2026-01-19,78.47,75.74,0,0,2,1,0,0,0,High
1888,S00378,2026-06-08,73.12,70.39,0,0,3,2,0,0,1,Moderate
1889,S00378,2026-08-24,76.82,74.09,0,0,3,2,0,0,0,High
1890,S00378,2027-01-18,71.47,68.74,0,0,4,3,0,0,1,Moderate
1891,S00379,2025-08-25,84.87,84.3,0,0,0,0,0,0,0,High
1892,S00379,2026-01-19,84.87,84.3,0,0,0,0,0,0,0,High
1893,S00379,2026-06-08,78.52,77.95,0,1,1,1,0,0,1,High
1894,S00379,2026-08-24,59.02,58.45,1,1,3,2,0,15,2,Moderate
1895,S00379,2027-01-18,43.87,43.3,2,2,6,4,0,16,3,Low
1896,S00380,2025-08-25,90.69,93.56,0,0,0,0,0,0,0,High
1897,S00380,2026-01-19,90.69,93.56,0,0,0,0,0,0,0,High
1898,S00380,2026-06-08,89.69,92.56,0,1,0,0,0,0,0,High
1899,S00380,2026-08-24,89.69,92.56,0,1,0,0,0,0,0,High
1900,S00380,2027-01-18,87.69,90.56,0,3,0,0,0,0,0,High
1901,S00381,2025-08-25,92.86,96.93,0,0,0,0,0,0,0,High
1902,S00381,2026-01-19,82.66,86.73,0,0,4,1,1,0,3,High
1903,S00381,2026-06-08,74.36,78.43,0,0,10,4,1,0,5,Moderate
1904,S00381,2026-08-24,76.51,80.58,0,0,11,4,1,0,1,High
1905,S00381,2027-01-18,78.06,82.13,0,0,12,4,2,0,0,High
1906,S00382,2025-08-25,89.76,92.11,0,0,0,0,0,0,0,High
1907,S00382,2026-01-19,89.76,92.11,0,0,0,0,0,0,0,High
1908,S00382,2026-06-08,85.41,87.76,0,0,1,0,0,0,1,High
1909,S00382,2026-08-24,83.41,85.76,0,0,3,0,0,0,2,High
1910,S00382,2027-01-18,87.81,90.16,0,0,3,0,0,0,0,High
1911,S00383,2025-08-25,92.25,96.06,0,0,0,0,0,0,0,High
1912,S00383,2026-01-19,92.25,96.06,0,0,0,0,0,0,0,High
1913,S00383,2026-06-08,92.25,96.06,0,0,0,0,0,0,0,High
1914,S00383,2026-08-24,84.05,87.86,0,0,2,1,1,0,2,High
1915,S00383,2027-01-18,88.45,92.26,0,0,2,1,1,0,0,High
1916,S00384,2025-08-25,79.02,75.19,0,0,0,0,0,0,0,High
1917,S00384,2026-01-19,79.02,75.19,0,0,0,0,0,0,0,High
1918,S00384,2026-06-08,73.67,69.84,0,0,1,1,0,0,1,Moderate
1919,S00384,2026-08-24,66.82,62.99,0,0,4,3,1,0,3,Moderate
1920,S00384,2027-01-18,71.92,68.09,0,0,4,3,1,0,0,Moderate
1921,S00385,2025-08-25,85.94,86.03,0,0,0,0,0,0,0,High
1922,S00385,2026-01-19,85.29,85.38,0,0,1,0,0,0,0,High
1923,S00385,2026-06-08,84.64,84.73,0,0,2,0,0,0,0,High
1924,S00385,2026-08-24,77.94,78.03,0,0,4,1,0,0,2,High
1925,S00385,2027-01-18,76.64,76.73,0,0,6,1,0,0,2,High
1926,S00386,2025-08-25,80.83,77.78,0,0,0,0,0,0,0,High
1927,S00386,2026-01-19,72.78,69.73,0,0,3,1,0,0,3,Moderate
1928,S00386,2026-06-08,77.88,74.83,0,0,3,1,0,0,0,High
1929,S00386,2026-08-24,72.53,69.48,0,0,4,2,0,0,1,Moderate
1930,S00386,2027-01-18,75.58,72.53,0,0,5,2,0,0,0,High
1931,S00387,2025-08-25,85.89,85.88,0,0,0,0,0,0,0,High
1932,S00387,2026-01-19,85.89,85.88,0,0,0,0,0,0,0,High
1933,S00387,2026-06-08,85.89,85.88,0,0,0,0,0,0,0,High
1934,S00387,2026-08-24,78.19,78.18,0,0,2,2,0,0,2,High
1935,S00387,2027-01-18,78.24,78.23,0,0,3,2,0,0,1,High
1936,S00388,2025-08-25,84.61,83.95,0,0,0,0,0,0,0,High
1937,S00388,2026-01-19,84.61,83.95,0,0,0,0,0,0,0,High
1938,S00388,2026-06-08,80.26,79.6,0,0,1,0,0,0,1,High
1939,S00388,2026-08-24,83.96,83.3,0,0,1,0,0,0,0,High
1940,S00388,2027-01-18,81.66,81.0,0,1,3,0,0,0,0,High
1941,S00389,2025-08-25,83.92,82.87,0,0,0,0,0,0,0,High
1942,S00389,2026-01-19,79.57,78.52,0,0,1,0,0,0,1,High
1943,S00389,2026-06-08,78.92,77.87,0,0,2,0,0,0,1,High
1944,S00389,2026-08-24,82.62,81.57,0,0,2,0,0,0,0,High
1945,S00389,2027-01-18,82.62,81.57,0,0,2,0,0,0,0,High
1946,S00390,2025-08-25,87.13,88.0,0,0,0,0,0,0,0,High
1947,S00390,2026-01-19,84.83,85.7,0,0,2,1,0,0,0,High
1948,S00390,2026-06-08,74.13,75.0,0,1,6,3,0,0,3,Moderate
1949,S00390,2026-08-24,73.88,74.75,0,1,7,4,0,0,1,Moderate
1950,S00390,2027-01-18,60.43,61.3,1,1,10,6,0,1,1,Moderate
1951,S00391,2025-08-25,85.94,86.01,0,0,0,0,0,0,0,High
1952,S00391,2026-01-19,85.94,86.01,0,0,0,0,0,0,0,High
1953,S00391,2026-06-08,85.94,86.01,0,0,0,0,0,0,0,High
1954,S00391,2026-08-24,85.94,86.01,0,0,0,0,0,0,0,High
1955,S00391,2027-01-18,79.94,80.01,0,0,2,1,0,0,1,High
1956,S00392,2025-08-25,89.26,91.31,0,0,0,0,0,0,0,High
1957,S00392,2026-01-19,89.26,91.31,0,0,0,0,0,0,0,High
1958,S00392,2026-06-08,89.26,91.31,0,0,0,0,0,0,0,High
1959,S00392,2026-08-24,89.26,91.31,0,0,0,0,0,0,0,High
1960,S00392,2027-01-18,89.26,91.31,0,0,0,0,0,0,0,High
1961,S00393,2025-08-25,83.37,81.95,0,0,0,0,0,0,0,High
1962,S00393,2026-01-19,83.37,81.95,0,0,0,0,0,0,0,High
1963,S00393,2026-06-08,83.37,81.95,0,0,0,0,0,0,0,High
1964,S00393,2026-08-24,83.37,81.95,0,0,0,0,0,0,0,High
1965,S00393,2027-01-18,83.37,81.95,0,0,0,0,0,0,0,High
1966,S00394,2025-08-25,87.5,88.38,0,0,0,0,0,0,0,High
1967,S00394,2026-01-19,77.5,78.38,0,2,4,1,0,0,2,High
1968,S00394,2026-06-08,81.9,82.78,0,2,4,1,0,0,0,High
1969,S00394,2026-08-24,76.2,77.08,0,2,6,1,0,0,2,High
1970,S00394,2027-01-18,72.25,73.13,0,2,9,3,0,0,2,Moderate
1971,S00395,2025-08-25,90.64,93.45,0,0,0,0,0,0,0,High
1972,S00395,2026-01-19,77.49,80.3,0,0,7,2,1,0,3,High
1973,S00395,2026-06-08,76.59,79.4,0,0,9,3,1,0,1,High
1974,S00395,2026-08-24,74.94,77.75,0,0,10,4,1,0,1,Moderate
1975,S00395,2027-01-18,74.29,77.1,0,0,11,4,1,0,1,Moderate
1976,S00396,2025-08-25,84.46,83.58,0,0,0,0,0,0,0,High
1977,S00396,2026-01-19,84.46,83.58,0,0,0,0,0,0,0,High
1978,S00396,2026-06-08,82.81,81.94,0,0,1,1,0,0,0,High
1979,S00396,2026-08-24,76.11,75.23,0,0,3,2,0,0,2,High
1980,S00396,2027-01-18,80.51,79.63,0,0,3,2,0,0,0,High
1981,S00397,2025-08-25,91.23,94.26,0,0,0,0,0,0,0,High
1982,S00397,2026-01-19,88.93,91.96,0,0,2,1,0,0,0,High
1983,S00397,2026-06-08,88.93,91.96,0,0,2,1,0,0,0,High
1984,S00397,2026-08-24,88.93,91.96,0,0,2,1,0,0,0,High
1985,S00397,2027-01-18,88.93,91.96,0,0,2,1,0,0,0,High
1986,S00398,2025-08-25,77.34,72.8,0,0,0,0,0,0,0,High
1987,S00398,2026-01-19,77.34,72.8,0,0,0,0,0,0,0,High
1988,S00398,2026-06-08,75.04,70.5,0,0,2,1,0,0,0,High
1989,S00398,2026-08-24,64.99,60.45,0,1,5,3,0,0,3,Moderate
1990,S00398,2027-01-18,61.14,56.6,0,1,10,5,0,0,1,Moderate
1991,S00399,2025-08-25,86.73,87.11,0,0,0,0,0,0,0,High
1992,S00399,2026-01-19,86.73,87.11,0,0,0,0,0,0,0,High
1993,S00399,2026-06-08,78.68,79.06,0,0,3,1,0,0,3,High
1994,S00399,2026-08-24,83.78,84.16,0,0,3,1,0,0,0,High
1995,S00399,2027-01-18,77.43,77.81,0,1,4,2,0,0,1,High
1996,S00400,2025-08-25,79.1,75.31,0,0,0,0,0,0,0,High
1997,S00400,2026-01-19,70.4,66.61,0,1,2,2,0,0,2,Moderate
1998,S00400,2026-06-08,74.8,71.01,0,1,2,2,0,0,0,Moderate
1999,S00400,2026-08-24,65.75,61.96,0,1,5,4,0,0,3,Moderate
2000,S00400,2027-01-18,68.55,64.76,0,1,7,5,0,0,0,Moderate
2001,S00401,2025-08-25,84.51,83.89,0,0,0,0,0,0,0,High
2002,S00401,2026-01-19,84.51,83.89,0,0,0,0,0,0,0,High
2003,S00401,2026-06-08,79.16,78.54,0,0,1,1,0,0,1,High
2004,S00401,2026-08-24,77.51,76.89,0,0,2,2,0,0,1,High
2005,S00401,2027-01-18,78.91,78.29,0,0,4,3,0,0,0,High
2006,S00402,2025-08-25,91.14,94.0,0,0,0,0,0,0,0,High
2007,S00402,2026-01-19,83.79,86.65,0,0,3,1,0,0,2,High
2008,S00402,2026-06-08,82.84,85.7,0,0,4,2,0,0,1,High
2009,S00402,2026-08-24,81.19,84.05,0,0,5,3,0,0,1,High
2010,S00402,2027-01-18,84.89,87.75,0,0,5,3,0,0,0,High
2011,S00403,2025-08-25,92.67,96.65,0,0,0,0,0,0,0,High
2012,S00403,2026-01-19,89.87,93.85,0,0,2,0,1,0,0,High
2013,S00403,2026-06-08,89.87,93.85,0,0,2,0,1,0,0,High
2014,S00403,2026-08-24,83.17,87.15,0,0,4,1,1,0,2,High
2015,S00403,2027-01-18,85.27,89.25,0,0,6,2,1,0,0,High
2016,S00404,2025-08-25,82.87,81.31,0,0,0,0,0,0,0,High
2017,S00404,2026-01-19,70.82,69.26,0,0,5,3,0,0,4,Moderate
2018,S00404,2026-06-08,70.27,68.71,0,0,8,3,0,0,2,Moderate
2019,S00404,2026-08-24,74.67,73.11,0,0,8,3,0,0,0,Moderate
2020,S00404,2027-01-18,68.97,67.41,0,0,10,3,0,0,2,Moderate
2021,S00405,2025-08-25,83.74,82.66,0,0,0,0,0,0,0,High
2022,S00405,2026-01-19,79.14,78.06,0,1,4,1,0,0,0,High
2023,S00405,2026-06-08,70.79,69.71,0,1,7,3,0,0,2,Moderate
2024,S00405,2026-08-24,70.84,69.76,0,1,8,3,0,0,1,Moderate
2025,S00405,2027-01-18,72.89,71.81,0,1,9,4,0,0,0,Moderate
2026,S00406,2025-08-25,78.56,74.48,0,0,0,0,0,0,0,High
2027,S00406,2026-01-19,78.56,74.48,0,0,0,0,0,0,0,High
2028,S00406,2026-06-08,71.86,67.78,0,0,2,1,0,0,2,Moderate
2029,S00406,2026-08-24,76.26,72.18,0,0,2,1,0,0,0,High
2030,S00406,2027-01-18,76.26,72.18,0,0,2,1,0,0,0,High
2031,S00407,2025-08-25,88.85,90.67,0,0,0,0,0,0,0,High
2032,S00407,2026-01-19,88.85,90.67,0,0,0,0,0,0,0,High
2033,S00407,2026-06-08,88.85,90.67,0,0,0,0,0,0,0,High
2034,S00407,2026-08-24,68.8,70.62,1,0,3,2,0,4,3,Moderate
2035,S00407,2027-01-18,69.6,71.42,1,1,5,4,0,4,0,Moderate
2036,S00408,2025-08-25,82.09,80.01,0,0,0,0,0,0,0,High
2037,S00408,2026-01-19,74.59,72.51,0,0,2,1,1,0,1,Moderate
2038,S00408,2026-06-08,76.64,74.56,0,0,3,2,1,0,0,High
2039,S00408,2026-08-24,76.64,74.56,0,0,3,2,1,0,0,High
2040,S00408,2027-01-18,70.94,68.86,0,0,5,2,1,0,2,Moderate
2041,S00409,2025-08-25,89.02,90.85,0,0,0,0,0,0,0,High
2042,S00409,2026-01-19,85.72,87.55,0,1,2,1,0,0,0,High
2043,S00409,2026-06-08,85.72,87.55,0,1,2,1,0,0,0,High
2044,S00409,2026-08-24,85.72,87.55,0,1,2,1,0,0,0,High
2045,S00409,2027-01-18,85.72,87.55,0,1,2,1,0,0,0,High
2046,S00410,2025-08-25,85.93,86.21,0,0,0,0,0,0,0,High
2047,S00410,2026-01-19,76.43,76.71,1,0,0,0,0,1,0,High
2048,S00410,2026-06-08,76.43,76.71,1,0,0,0,0,1,0,High
2049,S00410,2026-08-24,65.88,66.16,1,1,3,1,1,1,3,Moderate
2050,S00410,2027-01-18,62.93,63.21,1,1,6,2,1,1,3,Moderate
2051,S00411,2025-08-25,86.01,86.51,0,0,0,0,0,0,0,High
2052,S00411,2026-01-19,71.06,71.56,1,0,3,1,0,6,0,Moderate
2053,S00411,2026-06-08,69.41,69.91,1,0,4,2,0,6,0,Moderate
2054,S00411,2026-08-24,65.06,65.56,1,0,5,2,0,6,1,Moderate
2055,S00411,2027-01-18,68.76,69.26,1,0,5,2,0,6,0,Moderate
2056,S00412,2025-08-25,88.83,90.51,0,0,0,0,0,0,0,High
2057,S00412,2026-01-19,87.18,88.86,0,0,1,1,0,0,0,High
2058,S00412,2026-06-08,87.18,88.86,0,0,1,1,0,0,0,High
2059,S00412,2026-08-24,80.48,82.16,0,0,3,2,0,0,2,High
2060,S00412,2027-01-18,84.88,86.56,0,0,3,2,0,0,0,High
2061,S00413,2025-08-25,90.33,93.34,0,0,0,0,0,0,0,High
2062,S00413,2026-01-19,90.33,93.34,0,0,0,0,0,0,0,High
2063,S00413,2026-06-08,75.68,78.69,1,0,1,1,0,8,0,High
2064,S00413,2026-08-24,68.98,71.99,1,0,3,2,0,8,2,Moderate
2065,S00413,2027-01-18,65.38,68.39,1,1,5,4,0,8,1,Moderate
2066,S00414,2025-08-25,79.15,75.43,0,0,0,0,0,0,0,High
2067,S00414,2026-01-19,66.05,62.33,0,0,6,4,1,0,1,Moderate
2068,S00414,2026-06-08,65.4,61.68,0,0,7,4,1,0,1,Moderate
2069,S00414,2026-08-24,69.1,65.38,0,0,7,4,1,0,0,Moderate
2070,S00414,2027-01-18,60.45,56.73,0,0,12,5,1,0,2,Moderate
2071,S00415,2025-08-25,85.85,86.03,0,0,0,0,0,0,0,High
2072,S00415,2026-01-19,80.5,80.68,0,0,1,1,0,0,1,High
2073,S00415,2026-06-08,76.55,76.73,0,1,4,2,0,0,1,High
2074,S00415,2026-08-24,72.55,72.73,0,1,6,4,0,0,2,Moderate
2075,S00415,2027-01-18,76.95,77.13,0,1,6,4,0,0,0,High
2076,S00416,2025-08-25,81.58,79.55,0,0,0,0,0,0,0,High
2077,S00416,2026-01-19,81.58,79.55,0,0,0,0,0,0,0,High
2078,S00416,2026-06-08,59.88,57.85,1,1,4,2,0,4,3,Moderate
2079,S00416,2026-08-24,64.98,62.95,1,1,4,2,0,4,0,Moderate
2080,S00416,2027-01-18,60.63,58.6,1,1,5,2,0,4,1,Moderate
2081,S00417,2025-08-25,83.87,82.78,0,0,0,0,0,0,0,High
2082,S00417,2026-01-19,83.87,82.78,0,0,0,0,0,0,0,High
2083,S00417,2026-06-08,83.87,82.78,0,0,0,0,0,0,0,High
2084,S00417,2026-08-24,60.47,59.38,1,0,4,2,0,8,4,Moderate
2085,S00417,2027-01-18,61.92,60.83,1,0,5,2,0,8,1,Moderate
2086,S00418,2025-08-25,87.42,88.32,0,0,0,0,0,0,0,High
2087,S00418,2026-01-19,87.42,88.32,0,0,0,0,0,0,0,High
2088,S00418,2026-06-08,84.47,85.37,0,0,3,1,0,0,0,High
2089,S00418,2026-08-24,84.47,85.37,0,0,3,1,0,0,0,High
2090,S00418,2027-01-18,84.47,85.37,0,0,3,1,0,0,0,High
2091,S00419,2025-08-25,88.33,89.7,0,0,0,0,0,0,0,High
2092,S00419,2026-01-19,87.68,89.05,0,0,1,0,0,0,0,High
2093,S00419,2026-06-08,86.03,87.4,0,1,2,0,0,0,0,High
2094,S00419,2026-08-24,77.33,78.7,0,2,4,2,0,0,2,High
2095,S00419,2027-01-18,81.73,83.1,0,2,4,2,0,0,0,High
2096,S00420,2025-08-25,85.46,85.19,0,0,0,0,0,0,0,High
2097,S00420,2026-01-19,85.46,85.19,0,0,0,0,0,0,0,High
2098,S00420,2026-06-08,85.46,85.19,0,0,0,0,0,0,0,High
2099,S00420,2026-08-24,81.11,80.84,0,0,1,0,0,0,1,High
2100,S00420,2027-01-18,77.46,77.19,0,0,4,1,0,0,2,High
2101,S00421,2025-08-25,91.94,95.33,0,0,0,0,0,0,0,High
2102,S00421,2026-01-19,91.94,95.33,0,0,0,0,0,0,0,High
2103,S00421,2026-06-08,83.89,87.28,0,0,3,1,0,0,3,High
2104,S00421,2026-08-24,88.99,92.38,0,0,3,1,0,0,0,High
2105,S00421,2027-01-18,83.64,87.03,0,0,4,2,0,0,1,High
2106,S00422,2025-08-25,87.53,88.54,0,0,0,0,0,0,0,High
2107,S00422,2026-01-19,82.18,83.19,0,0,1,1,0,0,1,High
2108,S00422,2026-06-08,85.88,86.89,0,0,1,1,0,0,0,High
2109,S00422,2026-08-24,79.18,80.19,0,0,3,2,0,0,2,High
2110,S00422,2027-01-18,79.23,80.24,0,0,4,2,0,0,1,High
2111,S00423,2025-08-25,91.35,94.55,0,0,0,0,0,0,0,High
2112,S00423,2026-01-19,83.7,86.9,0,0,3,2,0,0,1,High
2113,S00423,2026-06-08,87.4,90.6,0,0,3,2,0,0,0,High
2114,S00423,2026-08-24,78.0,81.2,0,0,7,3,0,0,4,High
2115,S00423,2027-01-18,83.8,87.0,0,0,7,3,0,0,0,High
2116,S00424,2025-08-25,90.65,93.35,0,0,0,0,0,0,0,High
2117,S00424,2026-01-19,85.4,88.1,0,0,5,2,0,0,0,High
2118,S00424,2026-06-08,85.4,88.1,0,0,5,2,0,0,0,High
2119,S00424,2026-08-24,78.7,81.4,0,0,7,3,0,0,2,High
2120,S00424,2027-01-18,83.1,85.8,0,0,7,3,0,0,0,High
2121,S00425,2025-08-25,84.16,83.29,0,0,0,0,0,0,0,High
2122,S00425,2026-01-19,80.56,79.69,0,0,4,1,0,0,0,High
2123,S00425,2026-06-08,80.56,79.69,0,0,4,1,0,0,0,High
2124,S00425,2026-08-24,73.86,72.99,0,1,6,1,0,0,2,Moderate
2125,S00425,2027-01-18,77.61,76.74,0,1,7,1,0,0,0,High
2126,S00426,2025-08-25,78.92,74.96,0,0,0,0,0,0,0,High
2127,S00426,2026-01-19,78.92,74.96,0,0,0,0,0,0,0,High
2128,S00426,2026-06-08,74.57,70.61,0,0,1,0,0,0,1,Moderate
2129,S00426,2026-08-24,72.92,68.96,0,0,2,1,0,0,1,Moderate
2130,S00426,2027-01-18,65.57,61.61,0,0,7,3,0,0,4,Moderate
2131,S00427,2025-08-25,86.93,87.63,0,0,0,0,0,0,0,High
